name,energy
1484.optdone,-314.49285888671875
1409.optdone,-314.49139404296875
1119.optdone,-314.4889221191406
1170.optdone,-314.4876708984375
1455.optdone,-314.4832458496094
103.optdone,-314.482666015625
409.optdone,-314.48236083984375
1451.optdone,-314.4809875488281
165.optdone,-314.4792175292969
1485.optdone,-314.4778137207031
127.optdone,-314.477294921875
1341.optdone,-314.4576416015625
574.optdone,-314.4553527832031
924.optdone,-314.4535217285156
843.optdone,-314.4521484375
1306.optdone,-314.4491271972656
598.optdone,-314.4471130371094
533.optdone,-314.4455871582031
1053.optdone,-314.43670654296875
1200.optdone,-314.4354553222656
262.optdone,-314.4247741699219
590.optdone,-314.42236328125
1230.optdone,-314.4211120605469
1332.optdone,-314.4205627441406
442.optdone,-314.4168395996094
80.optdone,-314.41375732421875
649.optdone,-314.4133605957031
1058.optdone,-314.40789794921875
572.optdone,-314.40093994140625
624.optdone,-314.39556884765625
97.optdone,-314.3916931152344
1100.optdone,-314.38970947265625
362.optdone,-314.3869323730469
453.optdone,-314.3820495605469
1305.optdone,-314.3735656738281
607.optdone,-314.36932373046875
820.optdone,-314.3669738769531
1449.optdone,-314.3623352050781
780.optdone,-314.3603820800781
11.optdone,-314.35858154296875
140.optdone,-314.3568420410156
634.optdone,-314.352783203125
1343.optdone,-314.3527526855469
712.optdone,-314.3503723144531
305.optdone,-314.34600830078125
1280.optdone,-314.33856201171875
473.optdone,-314.33428955078125
230.optdone,-314.3289489746094
503.optdone,-314.3280944824219
1298.optdone,-314.3164978027344
1146.optdone,-314.3089294433594
109.optdone,-314.29443359375
707.optdone,-314.2859191894531
417.optdone,-314.2831115722656
1055.optdone,-314.2810974121094
451.optdone,-314.279541015625
31.optdone,-314.27899169921875
48.optdone,-314.2775573730469
371.optdone,-314.2750244140625
1195.optdone,-314.2648620605469
345.optdone,-314.2584533691406
829.optdone,-314.2516784667969
617.optdone,-314.246337890625
1454.optdone,-314.240478515625
43.optdone,-314.2327575683594
785.optdone,-314.2259521484375
1162.optdone,-314.2239990234375
883.optdone,-314.2228088378906
544.optdone,-314.2188415527344
659.optdone,-314.21832275390625
166.optdone,-314.2157897949219
520.optdone,-314.2129821777344
1288.optdone,-314.2117004394531
443.optdone,-314.21136474609375
1331.optdone,-314.2103271484375
18.optdone,-314.19989013671875
1045.optdone,-314.1970520019531
337.optdone,-314.1951599121094
1385.optdone,-314.19464111328125
1040.optdone,-314.1946105957031
1470.optdone,-314.1899108886719
527.optdone,-314.1831970214844
767.optdone,-314.1737060546875
396.optdone,-314.169189453125
1464.optdone,-314.1686096191406
727.optdone,-314.16851806640625
314.optdone,-314.1591796875
1194.optdone,-314.1581115722656
745.optdone,-314.1488952636719
1178.optdone,-314.1418762207031
579.optdone,-314.1412048339844
971.optdone,-314.1374816894531
580.optdone,-314.1369934082031
94.optdone,-314.1294860839844
206.optdone,-314.126708984375
555.optdone,-314.1219177246094
421.optdone,-314.12188720703125
1248.optdone,-314.1203918457031
862.optdone,-314.1034240722656
160.optdone,-314.1031799316406
266.optdone,-314.0933837890625
1481.optdone,-314.0921630859375
1094.optdone,-314.09002685546875
562.optdone,-314.0876159667969
925.optdone,-314.0869445800781
1074.optdone,-314.0780029296875
1184.optdone,-314.0694580078125
1480.optdone,-314.06512451171875
219.optdone,-314.06396484375
1240.optdone,-314.0612487792969
145.optdone,-314.0583190917969
1107.optdone,-314.0537109375
456.optdone,-314.0482482910156
553.optdone,-314.0436096191406
1103.optdone,-314.04083251953125
312.optdone,-314.04071044921875
404.optdone,-314.03875732421875
760.optdone,-314.0365295410156
1191.optdone,-314.03265380859375
585.optdone,-314.0123291015625
334.optdone,-314.0098571777344
1475.optdone,-314.0096740722656
1435.optdone,-313.99945068359375
1283.optdone,-313.995361328125
162.optdone,-313.98553466796875
1491.optdone,-313.9823303222656
1317.optdone,-313.9820556640625
732.optdone,-313.9807434082031
1258.optdone,-313.9789123535156
290.optdone,-313.9771728515625
594.optdone,-313.9766540527344
403.optdone,-313.9736328125
1285.optdone,-313.96630859375
1363.optdone,-313.96588134765625
1234.optdone,-313.9641418457031
40.optdone,-313.95867919921875
163.optdone,-313.9579162597656
1469.optdone,-313.9559631347656
575.optdone,-313.9559631347656
495.optdone,-313.9535827636719
1447.optdone,-313.9535217285156
1152.optdone,-313.9534912109375
6.optdone,-313.9523010253906
569.optdone,-313.93243408203125
986.optdone,-313.9288635253906
155.optdone,-313.9244384765625
217.optdone,-313.9241638183594
1189.optdone,-313.9018249511719
104.optdone,-313.90142822265625
14.optdone,-313.900634765625
170.optdone,-313.9001770019531
1415.optdone,-313.8977355957031
725.optdone,-313.8935546875
383.optdone,-313.8901062011719
939.optdone,-313.88970947265625
123.optdone,-313.8838195800781
226.optdone,-313.8827209472656
148.optdone,-313.8822021484375
238.optdone,-313.87896728515625
813.optdone,-313.869873046875
1141.optdone,-313.8695373535156
1137.optdone,-313.86492919921875
1433.optdone,-313.85772705078125
606.optdone,-313.8505859375
1114.optdone,-313.8460693359375
1286.optdone,-313.8458251953125
521.optdone,-313.8446960449219
1309.optdone,-313.8372802734375
441.optdone,-313.8264465332031
1202.optdone,-313.8233642578125
10.optdone,-313.8157958984375
532.optdone,-313.79852294921875
1390.optdone,-313.79510498046875
1366.optdone,-313.7901611328125
696.optdone,-313.7868347167969
374.optdone,-313.7852478027344
402.optdone,-313.78106689453125
450.optdone,-313.77294921875
326.optdone,-313.7719421386719
393.optdone,-313.7626647949219
462.optdone,-313.7602233886719
304.optdone,-313.7533874511719
300.optdone,-313.74725341796875
208.optdone,-313.74542236328125
1459.optdone,-313.7420349121094
176.optdone,-313.73931884765625
55.optdone,-313.73516845703125
1121.optdone,-313.7296447753906
534.optdone,-313.7258605957031
130.optdone,-313.7210693359375
1402.optdone,-313.718017578125
628.optdone,-313.7178649902344
180.optdone,-313.7151184082031
446.optdone,-313.7150573730469
1261.optdone,-313.709716796875
855.optdone,-313.69842529296875
378.optdone,-313.6954040527344
510.optdone,-313.68621826171875
1311.optdone,-313.6831970214844
121.optdone,-313.68023681640625
693.optdone,-313.67999267578125
101.optdone,-313.67535400390625
913.optdone,-313.66802978515625
426.optdone,-313.6671447753906
21.optdone,-313.66583251953125
960.optdone,-313.6656799316406
151.optdone,-313.6477966308594
1445.optdone,-313.6440734863281
1294.optdone,-313.6414489746094
131.optdone,-313.6358642578125
390.optdone,-313.63031005859375
899.optdone,-313.62420654296875
1494.optdone,-313.6231994628906
764.optdone,-313.62042236328125
237.optdone,-313.6196594238281
604.optdone,-313.60882568359375
1442.optdone,-313.60498046875
355.optdone,-313.597900390625
1394.optdone,-313.5924987792969
648.optdone,-313.5906677246094
1401.optdone,-313.58990478515625
763.optdone,-313.5863952636719
638.optdone,-313.58099365234375
912.optdone,-313.57330322265625
1338.optdone,-313.5722351074219
1356.optdone,-313.57171630859375
666.optdone,-313.571533203125
85.optdone,-313.5682067871094
516.optdone,-313.5666198730469
599.optdone,-313.5646667480469
397.optdone,-313.5614929199219
1422.optdone,-313.55078125
1314.optdone,-313.5309753417969
30.optdone,-313.52886962890625
236.optdone,-313.523681640625
395.optdone,-313.5206604003906
524.optdone,-313.51202392578125
834.optdone,-313.5092468261719
485.optdone,-313.50823974609375
193.optdone,-313.50201416015625
1365.optdone,-313.4964599609375
753.optdone,-313.4945373535156
41.optdone,-313.48919677734375
1276.optdone,-313.48681640625
100.optdone,-313.4826354980469
872.optdone,-313.47894287109375
463.optdone,-313.4765930175781
528.optdone,-313.4685363769531
161.optdone,-313.4649658203125
1075.optdone,-313.46307373046875
438.optdone,-313.4580383300781
618.optdone,-313.4488830566406
213.optdone,-313.4427490234375
136.optdone,-313.44219970703125
1493.optdone,-313.4410705566406
50.optdone,-313.44091796875
1488.optdone,-313.4376220703125
1381.optdone,-313.4338684082031
177.optdone,-313.43341064453125
256.optdone,-313.4322204589844
93.optdone,-313.427001953125
37.optdone,-313.4268798828125
187.optdone,-313.4124755859375
1236.optdone,-313.406982421875
1327.optdone,-313.40667724609375
1177.optdone,-313.405029296875
114.optdone,-313.403564453125
1102.optdone,-313.39825439453125
1418.optdone,-313.392822265625
234.optdone,-313.3919372558594
1404.optdone,-313.39068603515625
1213.optdone,-313.3840637207031
124.optdone,-313.378173828125
1139.optdone,-313.3642883300781
719.optdone,-313.3634033203125
1157.optdone,-313.36248779296875
295.optdone,-313.36138916015625
630.optdone,-313.36083984375
1436.optdone,-313.355224609375
1424.optdone,-313.3549499511719
514.optdone,-313.3529968261719
798.optdone,-313.351806640625
1181.optdone,-313.34564208984375
991.optdone,-313.34149169921875
269.optdone,-313.3394470214844
864.optdone,-313.3383483886719
141.optdone,-313.3353576660156
1199.optdone,-313.3338928222656
286.optdone,-313.330078125
1277.optdone,-313.3258361816406
198.optdone,-313.32244873046875
347.optdone,-313.3209228515625
1090.optdone,-313.31854248046875
42.optdone,-313.31646728515625
501.optdone,-313.3009033203125
1050.optdone,-313.2965087890625
178.optdone,-313.28753662109375
1226.optdone,-313.2593994140625
1216.optdone,-313.2576599121094
209.optdone,-313.2550964355469
401.optdone,-313.2540283203125
1163.optdone,-313.2533874511719
335.optdone,-313.2442932128906
975.optdone,-313.2427978515625
566.optdone,-313.2422790527344
275.optdone,-313.2409362792969
788.optdone,-313.2232666015625
135.optdone,-313.2232666015625
1272.optdone,-313.2196350097656
887.optdone,-313.21783447265625
434.optdone,-313.21734619140625
1263.optdone,-313.2012634277344
1330.optdone,-313.19976806640625
353.optdone,-313.1956787109375
950.optdone,-313.1939697265625
1324.optdone,-313.1886291503906
893.optdone,-313.1851806640625
398.optdone,-313.1828918457031
530.optdone,-313.18206787109375
1486.optdone,-313.17791748046875
523.optdone,-313.1759948730469
257.optdone,-313.1755065917969
58.optdone,-313.17474365234375
330.optdone,-313.16839599609375
682.optdone,-313.16778564453125
565.optdone,-313.1623229980469
249.optdone,-313.1595458984375
2.optdone,-313.151611328125
1186.optdone,-313.1460876464844
1342.optdone,-313.1407165527344
99.optdone,-313.1378479003906
946.optdone,-313.13250732421875
1231.optdone,-313.13128662109375
1387.optdone,-313.1297302246094
1267.optdone,-313.1246032714844
1250.optdone,-313.1142578125
268.optdone,-313.1136169433594
1296.optdone,-313.1107177734375
293.optdone,-313.10540771484375
739.optdone,-313.09503173828125
1131.optdone,-313.0826416015625
787.optdone,-313.071533203125
192.optdone,-313.065673828125
348.optdone,-313.06353759765625
1456.optdone,-313.0537109375
791.optdone,-313.0464172363281
773.optdone,-313.04559326171875
550.optdone,-313.04376220703125
1268.optdone,-313.03851318359375
869.optdone,-313.03265380859375
379.optdone,-313.0317687988281
232.optdone,-313.0242004394531
811.optdone,-313.02313232421875
1087.optdone,-313.0186462402344
332.optdone,-313.01165771484375
405.optdone,-313.01104736328125
221.optdone,-312.9969482421875
905.optdone,-312.9823913574219
1086.optdone,-312.9771728515625
120.optdone,-312.9757080078125
1052.optdone,-312.97137451171875
723.optdone,-312.9683532714844
779.optdone,-312.96563720703125
251.optdone,-312.9610290527344
1032.optdone,-312.9581298828125
1474.optdone,-312.95361328125
910.optdone,-312.95318603515625
33.optdone,-312.951904296875
859.optdone,-312.949951171875
488.optdone,-312.9478759765625
980.optdone,-312.9471435546875
108.optdone,-312.94659423828125
1235.optdone,-312.94525146484375
911.optdone,-312.9436340332031
546.optdone,-312.9359436035156
188.optdone,-312.9192810058594
944.optdone,-312.9169616699219
1083.optdone,-312.8947448730469
748.optdone,-312.8936462402344
755.optdone,-312.889404296875
1274.optdone,-312.8768615722656
744.optdone,-312.86566162109375
1307.optdone,-312.8580627441406
1384.optdone,-312.8548583984375
1446.optdone,-312.8503723144531
708.optdone,-312.8455810546875
1388.optdone,-312.8308410644531
794.optdone,-312.8228759765625
171.optdone,-312.8187561035156
1297.optdone,-312.81683349609375
1116.optdone,-312.8145446777344
1029.optdone,-312.8121337890625
778.optdone,-312.8111267089844
270.optdone,-312.8063049316406
83.optdone,-312.80523681640625
480.optdone,-312.7919616699219
107.optdone,-312.7896728515625
976.optdone,-312.78961181640625
805.optdone,-312.7894592285156
455.optdone,-312.7864990234375
351.optdone,-312.7787170410156
242.optdone,-312.7763977050781
889.optdone,-312.7750244140625
1419.optdone,-312.76776123046875
611.optdone,-312.7616882324219
906.optdone,-312.7589416503906
1374.optdone,-312.75518798828125
826.optdone,-312.7428894042969
201.optdone,-312.7426452636719
1188.optdone,-312.740478515625
770.optdone,-312.7401123046875
469.optdone,-312.73931884765625
366.optdone,-312.73095703125
322.optdone,-312.72784423828125
640.optdone,-312.7247314453125
1048.optdone,-312.7237548828125
647.optdone,-312.7225646972656
801.optdone,-312.7220458984375
263.optdone,-312.7200927734375
1396.optdone,-312.71734619140625
508.optdone,-312.71185302734375
518.optdone,-312.7059631347656
1428.optdone,-312.70489501953125
1471.optdone,-312.70355224609375
1088.optdone,-312.70281982421875
974.optdone,-312.68377685546875
804.optdone,-312.68316650390625
646.optdone,-312.6825866699219
1046.optdone,-312.6781311035156
1462.optdone,-312.67572021484375
687.optdone,-312.6756591796875
320.optdone,-312.6745300292969
1082.optdone,-312.67388916015625
1001.optdone,-312.6687316894531
581.optdone,-312.6651916503906
64.optdone,-312.6634826660156
502.optdone,-312.6506042480469
900.optdone,-312.6474914550781
961.optdone,-312.6454162597656
706.optdone,-312.6416015625
260.optdone,-312.64141845703125
982.optdone,-312.640869140625
908.optdone,-312.62994384765625
1140.optdone,-312.6297912597656
241.optdone,-312.6290283203125
356.optdone,-312.6277160644531
1380.optdone,-312.6208801269531
877.optdone,-312.6192321777344
68.optdone,-312.61566162109375
394.optdone,-312.61279296875
239.optdone,-312.6098327636719
601.optdone,-312.6077880859375
27.optdone,-312.6038513183594
698.optdone,-312.6032409667969
368.optdone,-312.6012878417969
789.optdone,-312.5999755859375
542.optdone,-312.59893798828125
1292.optdone,-312.5984802246094
38.optdone,-312.5935363769531
25.optdone,-312.58831787109375
1326.optdone,-312.5876159667969
72.optdone,-312.5873107910156
1198.optdone,-312.5794982910156
959.optdone,-312.56292724609375
1168.optdone,-312.5613708496094
1498.optdone,-312.55853271484375
635.optdone,-312.5561218261719
489.optdone,-312.5409240722656
1125.optdone,-312.5400390625
806.optdone,-312.5326843261719
777.optdone,-312.5313415527344
298.optdone,-312.53033447265625
346.optdone,-312.52764892578125
1025.optdone,-312.5167236328125
1370.optdone,-312.5018005371094
1033.optdone,-312.4984436035156
88.optdone,-312.49761962890625
1161.optdone,-312.4957580566406
600.optdone,-312.4932861328125
1278.optdone,-312.48321533203125
1110.optdone,-312.4747619628906
1395.optdone,-312.4685974121094
142.optdone,-312.4669189453125
342.optdone,-312.4659423828125
370.optdone,-312.4623718261719
496.optdone,-312.45843505859375
430.optdone,-312.45794677734375
52.optdone,-312.456298828125
1002.optdone,-312.4521179199219
1483.optdone,-312.4435729980469
973.optdone,-312.44256591796875
891.optdone,-312.43194580078125
678.optdone,-312.431640625
677.optdone,-312.4246520996094
1284.optdone,-312.41851806640625
299.optdone,-312.4162902832031
827.optdone,-312.4129638671875
938.optdone,-312.4114990234375
287.optdone,-312.410888671875
536.optdone,-312.4067687988281
167.optdone,-312.3988952636719
313.optdone,-312.3987121582031
1071.optdone,-312.39349365234375
641.optdone,-312.3855285644531
1208.optdone,-312.3771057128906
989.optdone,-312.3750915527344
822.optdone,-312.3699645996094
1228.optdone,-312.3642883300781
690.optdone,-312.3594970703125
1357.optdone,-312.3589172363281
519.optdone,-312.3477783203125
1172.optdone,-312.3408508300781
1132.optdone,-312.33135986328125
500.optdone,-312.3279724121094
474.optdone,-312.3168640136719
318.optdone,-312.3159484863281
654.optdone,-312.3130798339844
543.optdone,-312.3118591308594
47.optdone,-312.3052673339844
934.optdone,-312.3050537109375
1122.optdone,-312.2981262207031
616.optdone,-312.2862854003906
578.optdone,-312.2852478027344
691.optdone,-312.2842712402344
412.optdone,-312.2833557128906
1259.optdone,-312.2807312011719
967.optdone,-312.2793273925781
936.optdone,-312.2783508300781
220.optdone,-312.2749938964844
1214.optdone,-312.2724914550781
1064.optdone,-312.26953125
1068.optdone,-312.26910400390625
1065.optdone,-312.2647705078125
554.optdone,-312.2635803222656
1190.optdone,-312.25701904296875
406.optdone,-312.2527770996094
1041.optdone,-312.2406311035156
340.optdone,-312.2384033203125
1246.optdone,-312.22723388671875
593.optdone,-312.22650146484375
828.optdone,-312.21697998046875
1353.optdone,-312.20196533203125
464.optdone,-312.199951171875
1287.optdone,-312.178955078125
296.optdone,-312.177734375
845.optdone,-312.15521240234375
1151.optdone,-312.14178466796875
1204.optdone,-312.14093017578125
863.optdone,-312.13250732421875
279.optdone,-312.13250732421875
619.optdone,-312.128662109375
1406.optdone,-312.1228332519531
881.optdone,-312.1218566894531
1166.optdone,-312.102783203125
1444.optdone,-312.094970703125
620.optdone,-312.0910949707031
428.optdone,-312.089111328125
274.optdone,-312.08660888671875
656.optdone,-312.08404541015625
1142.optdone,-312.0782775878906
111.optdone,-312.077880859375
932.optdone,-312.0759582519531
1014.optdone,-312.070068359375
