Nearest_Atom,material_id_a,adsorbate_type_a,material_id_b,adsorbate_type_b,similarity,delta_G_OCHO,delta_G_COOH
Bi,CONTCAR-12_Bi_16-1_Bi_17,OCHO,CONTCAR-12_Bi_16,COOH,0.9472609689180654,0.317240000000017,1.166149999999984
Bi,CONTCAR-12_Bi_16-1_Bi_17,OCHO,CONTCAR-1_Bi_0,COOH,0.9579839219188332,0.317240000000017,1.08336999999997
Bi,CONTCAR-13_Bi_17-1_Bi_21,OCHO,CONTCAR-10_Bi_13,COOH,0.9572714347271586,0.3236400000000589,0.8411200000000139
Bi,CONTCAR-2_Bi_1-1_Bi_3,OCHO,CONTCAR-10_Bi_13,COOH,0.9047840408768417,0.1816500000000377,0.8411200000000139
Bi,CONTCAR-2_Bi_1-1_Bi_3,OCHO,CONTCAR-13_Bi_17,COOH,0.9816443168673228,0.1816500000000377,1.128209999999992
Bi,CONTCAR-2_Bi_1-1_Bi_3,OCHO,CONTCAR-15_Bi_19,COOH,0.9008750554945569,0.1816500000000377,0.9034699999999947
Bi,CONTCAR-2_Bi_1-1_Bi_3,OCHO,CONTCAR-2_Bi_1,COOH,0.9687527458487399,0.1816500000000377,1.166900000000023
Bi,CONTCAR-2_Bi_1-1_Bi_3,OCHO,CONTCAR-7_Bi_7,COOH,0.9017545240468577,0.1816500000000377,0.8700799999999975
Bi,CONTCAR-2_Bi_1-3_Bi_19,OCHO,CONTCAR-15_Bi_19,COOH,1.0,0.141880000000005,0.9034699999999947
Bi,CONTCAR-4_Bi_3-4_Sn_57,OCHO,CONTCAR-15_Bi_19,COOH,0.9558855877269306,0.1800700000000478,0.9034699999999947
Bi,CONTCAR-6_Bi_6-1_Bi_19,OCHO,CONTCAR-10_Bi_13,COOH,0.9508797367497792,0.6995000000000476,0.8411200000000139
Bi,CONTCAR-6_Bi_6-1_Bi_19,OCHO,CONTCAR-13_Bi_17,COOH,0.9047226095182354,0.6995000000000476,1.128209999999992
Bi,CONTCAR-6_Bi_6-1_Bi_19,OCHO,CONTCAR-2_Bi_1,COOH,0.9057357493017356,0.6995000000000476,1.166900000000023
La,CONTCAR-10_Bi_13-2_La_34,OCHO,CONTCAR-28_La_34,COOH,0.994260459443102,-0.8512199999999649,0.2477399999999892
La,CONTCAR-10_Bi_13-3_La_37,OCHO,CONTCAR-31_La_37,COOH,0.9244377554973892,-2.56857999999995,
La,CONTCAR-11_Bi_14-1_Bi_18,OCHO,CONTCAR-19_La_23,COOH,0.9753798183436627,-1.010219999999957,-0.136460000000032
La,CONTCAR-11_Bi_14-4_La_37,OCHO,CONTCAR-29_La_35,COOH,0.9466756906066359,-0.8159399999999647,0.4722000000000111
La,CONTCAR-11_Bi_14-5_Sn_66,OCHO,CONTCAR-19_La_23,COOH,0.9838367661830875,-1.052479999999956,-0.136460000000032
La,CONTCAR-12_Bi_16-2_La_25,OCHO,CONTCAR-21_La_25,COOH,0.9716187237934526,-1.31356999999998,0.1360800000000171
La,CONTCAR-12_Bi_16-2_La_25,OCHO,CONTCAR-5_Bi_5,COOH,0.9009156551457445,-1.31356999999998,0.09720999999998581
La,CONTCAR-12_Bi_16-5_Sn_63,OCHO,CONTCAR-21_La_25,COOH,1.0,-1.005499999999993,0.1360800000000171
