structure_id,n_surface,n_bulk,r_thr,r_max,center_x,center_y,center_z,alpha_Bi__bulk,alpha_Bi__surface,alpha_Co__bulk,alpha_Co__surface,alpha_La__bulk,alpha_La__surface,alpha_Ni__bulk,alpha_Ni__surface,alpha_Sn__bulk,alpha_Sn__surface
101.optdone,58,10,3.3706805494670493,6.741361098934099,22.388098231112366,22.325572544756426,22.32882047456024,1.0,-0.1724137931034484,-0.04615384615384621,0.007957559681697646,-0.4571428571428571,0.0788177339901478,-0.5692307692307692,0.09814323607427045,0.02857142857142847,-0.0049261083743843415
1010.optdone,59,9,3.558927256161777,7.117854512323554,22.58558146513006,22.514413861925753,22.38736484483794,0.46031746031746035,-0.07021791767554486,1.0,-0.15254237288135597,-0.0793650793650793,0.012106537530266248,-0.7435897435897436,0.11342894393741854,-0.6190476190476191,0.09443099273607747
1011.optdone,57,11,3.5808993074979436,7.161798614995887,22.061942647624736,22.07015905362785,22.17462593569862,-0.7662337662337664,0.1478696741854637,-0.4265734265734267,0.08232118758434548,0.11688311688311681,-0.022556390977443552,0.04895104895104885,-0.009446693657219951,1.0,-0.1929824561403508
1012.optdone,59,9,3.568649736236959,7.137299472473918,22.53902648435288,22.723622565134708,22.70429022504056,-0.0793650793650793,0.012106537530266248,0.41880341880341876,-0.06388526727509802,-0.0793650793650793,0.012106537530266248,0.41880341880341876,-0.06388526727509802,-0.6190476190476191,0.09443099273607747
1013.optdone,56,12,3.4515822197898527,6.903164439579705,22.10125366296147,22.446709190644413,22.269447322915045,0.5952380952380952,-0.12755102040816335,-0.7435897435897436,0.15934065934065922,1.0,-0.2142857142857144,-1.6153846153846154,0.34615384615384615,0.5952380952380952,-0.12755102040816335
1014.optdone,59,9,3.664441313388643,7.328882626777286,22.239397764042202,22.4435194068936,22.530220409589287,0.46031746031746035,-0.07021791767554486,-0.7435897435897436,0.11342894393741854,0.46031746031746035,-0.07021791767554486,0.41880341880341876,-0.06388526727509802,-0.6190476190476191,0.09443099273607747
1015.optdone,57,11,3.708153629912507,7.416307259825014,22.461527956797376,22.85425985675616,22.59532507915202,-0.3246753246753247,0.06265664160401008,-0.4265734265734267,0.08232118758434548,-0.7662337662337664,0.1478696741854637,1.0,-0.1929824561403508,0.5584415584415584,-0.10776942355889729
1016.optdone,57,11,3.55820128163892,7.11640256327784,22.32593238474856,22.511670373996818,22.435608685239977,0.11688311688311681,-0.022556390977443552,0.04895104895104885,-0.009446693657219951,0.11688311688311681,-0.022556390977443552,-0.4265734265734267,0.08232118758434548,0.11688311688311681,-0.022556390977443552
1017.optdone,57,11,3.52423223952988,7.04846447905976,22.52832355503148,22.19012545297234,22.205805575905305,0.5584415584415584,-0.10776942355889729,0.04895104895104885,-0.009446693657219951,0.11688311688311681,-0.022556390977443552,-0.4265734265734267,0.08232118758434548,-0.3246753246753247,0.06265664160401008
1019.optdone,59,9,3.531486462434607,7.062972924869214,22.311568694958954,21.91542587540192,22.19569162580759,-0.0793650793650793,0.012106537530266248,0.41880341880341876,-0.06388526727509802,0.46031746031746035,-0.07021791767554486,0.41880341880341876,-0.06388526727509802,-1.1587301587301586,0.17675544794188858
102.optdone,55,13,3.6826236873979012,7.3652473747958025,22.907446474073485,22.61005866282365,22.418760978804944,0.2527472527472526,-0.05974025974025965,-1.8165680473372783,0.4293706293706293,0.6263736263736264,-0.148051948051948,0.195266272189349,-0.04615384615384621,0.6263736263736264,-0.148051948051948
1021.optdone,59,9,3.5382027318628846,7.076405463725769,21.927571826096706,22.322324551706636,22.213192659363255,1.0,-0.15254237288135597,0.41880341880341876,-0.06388526727509802,-0.6190476190476191,0.09443099273607747,-0.7435897435897436,0.11342894393741854,-0.0793650793650793,0.012106537530266248
1022.optdone,55,13,3.8455886373690187,7.691177274738037,22.255031359625253,22.08449384191163,22.514471446825237,1.0,-0.23636363636363633,0.195266272189349,-0.04615384615384621,-0.49450549450549475,0.11688311688311681,-1.0118343195266273,0.2391608391608392,0.2527472527472526,-0.05974025974025965
1023.optdone,58,10,3.6461613675803215,7.292322735160643,22.093454065189626,22.794378457787865,22.401274478889786,0.02857142857142847,-0.0049261083743843415,-2.1384615384615384,0.3687002652519893,0.5142857142857142,-0.08866995073891637,0.4769230769230769,-0.08222811671087538,1.0,-0.1724137931034484
1024.optdone,54,14,3.7807610010439974,7.561522002087995,22.327454736874508,22.2148870842819,22.449667059975063,-0.04081632653061229,0.010582010582010581,-0.4945054945054945,0.1282051282051282,0.30612244897959184,-0.0793650793650793,-0.4945054945054945,0.1282051282051282,0.653061224489796,-0.1693121693121693
1025.optdone,61,7,3.463447311186755,6.92689462237351,22.27790315393463,22.526317365885532,22.52106704938108,0.30612244897959184,-0.03512880562060894,1.0,-0.11475409836065564,-1.0816326530612246,0.1241217798594847,0.25274725274725274,-0.02900378310214391,-0.3877551020408163,0.04449648711943788
1026.optdone,54,14,3.6993114594515526,7.398622918903105,22.073701495060366,22.673456697001406,21.87529598908669,1.0,-0.2592592592592593,-1.2417582417582418,0.32193732193732194,0.30612244897959184,-0.0793650793650793,-0.1208791208791209,0.031339031339031376,-0.04081632653061229,0.010582010582010581
1027.optdone,56,12,3.7883115395740754,7.576623079148151,22.239361097857543,22.52530922363229,22.364174546440697,1.0,-0.2142857142857144,0.1282051282051282,-0.027472527472527597,-0.2142857142857144,0.04591836734693877,-0.3076923076923077,0.06593406593406581,-0.6190476190476191,0.13265306122448972
1029.optdone,56,12,3.59797545957338,7.19595091914676,22.4133503109585,22.493019819276327,22.700227901147713,1.0,-0.2142857142857144,-0.7435897435897436,0.15934065934065922,-0.2142857142857144,0.04591836734693877,0.1282051282051282,-0.027472527472527597,-0.2142857142857144,0.04591836734693877
103.optdone,59,9,3.672475199043797,7.344950398087594,22.506657441234267,22.376948466890227,22.30030828622296,0.46031746031746035,-0.07021791767554486,-0.7435897435897436,0.11342894393741854,-1.1587301587301586,0.17675544794188858,1.0,-0.15254237288135597,0.46031746031746035,-0.07021791767554486
1030.optdone,53,15,3.680116146358758,7.360232292717516,22.867842389039804,22.28095456790064,22.343299521206966,0.6761904761904762,-0.1913746630727764,-0.7435897435897436,0.2104499274310595,0.6761904761904762,-0.1913746630727764,-0.394871794871795,0.11175616835994195,-0.2952380952380953,0.08355795148247969
1031.optdone,56,12,3.5976664740356785,7.195332948071357,22.123154385742435,22.515402208960268,22.295984382524043,1.0,-0.2142857142857144,-0.7435897435897436,0.15934065934065922,0.19047619047619047,-0.04081632653061229,-0.3076923076923077,0.06593406593406581,-0.2142857142857144,0.04591836734693877
1032.optdone,56,12,3.6732356046459307,7.346471209291861,22.348747028014188,21.921592135352515,22.12005752348891,-0.2142857142857144,0.04591836734693877,-0.7435897435897436,0.15934065934065922,0.5952380952380952,-0.12755102040816335,0.5641025641025641,-0.1208791208791209,-0.2142857142857144,0.04591836734693877
1034.optdone,55,13,3.7545315034172915,7.509063006834583,21.892970880785715,22.42212945375768,22.195192293434197,0.6263736263736264,-0.148051948051948,-0.2071005917159765,0.04895104895104885,0.2527472527472526,-0.05974025974025965,-0.2071005917159765,0.04895104895104885,-0.49450549450549475,0.11688311688311681
1035.optdone,54,14,3.626760662570834,7.253521325141668,22.111084057194006,22.627939462523184,22.70950131400758,1.0,-0.2592592592592593,-0.1208791208791209,0.031339031339031376,0.653061224489796,-0.1693121693121693,-1.2417582417582418,0.32193732193732194,-0.3877551020408163,0.10052910052910058
1036.optdone,60,8,3.604376220633653,7.208752441267306,22.382092806634347,22.13958692352688,22.536141469845646,-0.2142857142857144,0.02857142857142847,1.0,-0.13333333333333353,-1.4285714285714288,0.19047619047619047,0.34615384615384615,-0.04615384615384621,0.3928571428571428,-0.05238095238095242
