name,energy
648.optdone,-351.2602233886719
102.optdone,-351.2548522949219
944.optdone,-351.2532043457031
268.optdone,-351.2528991699219
1141.optdone,-351.2528076171875
19.optdone,-351.24871826171875
65.optdone,-351.23895263671875
565.optdone,-351.21514892578125
527.optdone,-351.2112731933594
69.optdone,-351.20684814453125
1271.optdone,-351.20062255859375
790.optdone,-351.19830322265625
1203.optdone,-351.1972351074219
101.optdone,-351.1832275390625
1219.optdone,-351.1822509765625
612.optdone,-351.17724609375
776.optdone,-351.1655578613281
1470.optdone,-351.16302490234375
356.optdone,-351.1621398925781
131.optdone,-351.152587890625
1484.optdone,-351.15118408203125
373.optdone,-351.1505432128906
946.optdone,-351.1485900878906
1195.optdone,-351.1480407714844
145.optdone,-351.13916015625
1260.optdone,-351.13824462890625
709.optdone,-351.13555908203125
1051.optdone,-351.1205749511719
1089.optdone,-351.11090087890625
616.optdone,-351.1042785644531
1352.optdone,-351.10406494140625
1027.optdone,-351.09564208984375
1038.optdone,-351.0956115722656
911.optdone,-351.09552001953125
1430.optdone,-351.09112548828125
1332.optdone,-351.08172607421875
91.optdone,-351.0487365722656
1063.optdone,-351.0326843261719
713.optdone,-351.03118896484375
114.optdone,-351.03033447265625
816.optdone,-351.0281982421875
698.optdone,-351.0118713378906
229.optdone,-351.0086975097656
226.optdone,-351.0077819824219
895.optdone,-350.9971923828125
1368.optdone,-350.99237060546875
952.optdone,-350.98760986328125
1172.optdone,-350.98638916015625
865.optdone,-350.9841613769531
467.optdone,-350.98382568359375
1004.optdone,-350.9832763671875
1253.optdone,-350.97894287109375
1131.optdone,-350.9788818359375
882.optdone,-350.96795654296875
942.optdone,-350.9649963378906
1380.optdone,-350.96221923828125
1423.optdone,-350.9584045410156
309.optdone,-350.9559020996094
335.optdone,-350.9545593261719
419.optdone,-350.9527893066406
1348.optdone,-350.9514465332031
745.optdone,-350.9508972167969
1446.optdone,-350.95037841796875
348.optdone,-350.94091796875
408.optdone,-350.9403381347656
409.optdone,-350.9384460449219
969.optdone,-350.937744140625
597.optdone,-350.9367370605469
1179.optdone,-350.9347839355469
127.optdone,-350.9333190917969
413.optdone,-350.91680908203125
682.optdone,-350.9053649902344
728.optdone,-350.9001770019531
460.optdone,-350.8915100097656
132.optdone,-350.88690185546875
735.optdone,-350.8694763183594
1117.optdone,-350.8545227050781
270.optdone,-350.85369873046875
1079.optdone,-350.85357666015625
280.optdone,-350.8501281738281
1336.optdone,-350.84197998046875
206.optdone,-350.83343505859375
1485.optdone,-350.8279724121094
272.optdone,-350.8230895996094
1212.optdone,-350.8206787109375
5.optdone,-350.8160705566406
919.optdone,-350.8039245605469
106.optdone,-350.80322265625
107.optdone,-350.7837829589844
88.optdone,-350.7749938964844
515.optdone,-350.76971435546875
995.optdone,-350.7628173828125
1226.optdone,-350.7613830566406
273.optdone,-350.7568359375
1239.optdone,-350.7546691894531
337.optdone,-350.7544860839844
901.optdone,-350.7534484863281
358.optdone,-350.7503967285156
1104.optdone,-350.73638916015625
1266.optdone,-350.73345947265625
47.optdone,-350.730224609375
1053.optdone,-350.7256774902344
818.optdone,-350.724365234375
11.optdone,-350.7231140136719
1034.optdone,-350.7215270996094
551.optdone,-350.7172546386719
1323.optdone,-350.71417236328125
111.optdone,-350.7114562988281
540.optdone,-350.69573974609375
251.optdone,-350.69293212890625
109.optdone,-350.6917724609375
1185.optdone,-350.6860656738281
755.optdone,-350.6764221191406
800.optdone,-350.6692199707031
214.optdone,-350.64715576171875
75.optdone,-350.6455078125
426.optdone,-350.6417236328125
1478.optdone,-350.6376647949219
235.optdone,-350.63507080078125
490.optdone,-350.62847900390625
907.optdone,-350.627685546875
108.optdone,-350.6170959472656
1444.optdone,-350.6170654296875
1314.optdone,-350.6150817871094
592.optdone,-350.5955505371094
1176.optdone,-350.5934753417969
526.optdone,-350.58685302734375
1132.optdone,-350.5865173339844
1268.optdone,-350.5810241699219
775.optdone,-350.5733337402344
1247.optdone,-350.57275390625
1155.optdone,-350.5716552734375
416.optdone,-350.5644226074219
1013.optdone,-350.55133056640625
193.optdone,-350.53668212890625
966.optdone,-350.536376953125
1093.optdone,-350.51593017578125
286.optdone,-350.5138244628906
1487.optdone,-350.5076599121094
1030.optdone,-350.5052795410156
1326.optdone,-350.50518798828125
531.optdone,-350.5048522949219
523.optdone,-350.5040283203125
176.optdone,-350.50299072265625
1216.optdone,-350.5017395019531
1303.optdone,-350.4976806640625
1108.optdone,-350.4965515136719
1068.optdone,-350.49615478515625
42.optdone,-350.4956359863281
118.optdone,-350.4921875
27.optdone,-350.4801330566406
855.optdone,-350.4791564941406
1223.optdone,-350.4681091308594
1106.optdone,-350.4677734375
117.optdone,-350.4652099609375
920.optdone,-350.44622802734375
622.optdone,-350.4424743652344
390.optdone,-350.4209899902344
1059.optdone,-350.4201354980469
332.optdone,-350.4183349609375
567.optdone,-350.392578125
1304.optdone,-350.3921203613281
753.optdone,-350.39044189453125
819.optdone,-350.386474609375
189.optdone,-350.37548828125
1480.optdone,-350.3750915527344
1148.optdone,-350.3502197265625
277.optdone,-350.34967041015625
346.optdone,-350.3380432128906
955.optdone,-350.33453369140625
1258.optdone,-350.3343200683594
842.optdone,-350.3286437988281
530.optdone,-350.3203125
1228.optdone,-350.3200988769531
772.optdone,-350.31719970703125
156.optdone,-350.3152770996094
687.optdone,-350.3099365234375
1277.optdone,-350.30426025390625
1393.optdone,-350.30242919921875
161.optdone,-350.29583740234375
1286.optdone,-350.2954406738281
449.optdone,-350.2936706542969
343.optdone,-350.2915954589844
544.optdone,-350.2862548828125
739.optdone,-350.2860412597656
491.optdone,-350.2823486328125
442.optdone,-350.2818603515625
1069.optdone,-350.2814025878906
827.optdone,-350.2798156738281
1077.optdone,-350.27337646484375
1273.optdone,-350.2731628417969
513.optdone,-350.2718811035156
1210.optdone,-350.2641296386719
1329.optdone,-350.2609558105469
1109.optdone,-350.2607727050781
876.optdone,-350.2536926269531
699.optdone,-350.2510986328125
509.optdone,-350.24090576171875
263.optdone,-350.2350769042969
386.optdone,-350.20782470703125
1483.optdone,-350.1991882324219
262.optdone,-350.1978454589844
1052.optdone,-350.1921691894531
710.optdone,-350.1886901855469
1440.optdone,-350.185791015625
320.optdone,-350.1815185546875
999.optdone,-350.1748046875
1272.optdone,-350.1737060546875
898.optdone,-350.1301574707031
1335.optdone,-350.1280212402344
1197.optdone,-350.1240234375
645.optdone,-350.12188720703125
307.optdone,-350.1129455566406
1362.optdone,-350.0983581542969
520.optdone,-350.078369140625
1153.optdone,-350.0742492675781
1445.optdone,-350.0701904296875
1337.optdone,-350.0657958984375
1413.optdone,-350.0655212402344
642.optdone,-350.0470886230469
256.optdone,-350.04608154296875
10.optdone,-350.0368347167969
418.optdone,-350.0321044921875
178.optdone,-350.0302734375
1029.optdone,-350.02447509765625
1231.optdone,-350.0233459472656
1177.optdone,-350.0057373046875
389.optdone,-350.0019836425781
519.optdone,-350.0018615722656
872.optdone,-349.9987487792969
868.optdone,-349.99359130859375
732.optdone,-349.9881286621094
536.optdone,-349.98541259765625
99.optdone,-349.9795227050781
398.optdone,-349.97894287109375
1072.optdone,-349.97515869140625
1305.optdone,-349.9738464355469
1164.optdone,-349.9718322753906
688.optdone,-349.9668273925781
921.optdone,-349.9607238769531
469.optdone,-349.9583435058594
1115.optdone,-349.95220947265625
980.optdone,-349.94873046875
1388.optdone,-349.94677734375
890.optdone,-349.9461975097656
860.optdone,-349.93896484375
271.optdone,-349.9356384277344
387.optdone,-349.93267822265625
239.optdone,-349.9299011230469
975.optdone,-349.9295959472656
2.optdone,-349.91339111328125
53.optdone,-349.9091491699219
1074.optdone,-349.9034729003906
78.optdone,-349.90301513671875
726.optdone,-349.9021301269531
1497.optdone,-349.9012145996094
762.optdone,-349.8977355957031
8.optdone,-349.8793029785156
831.optdone,-349.8771057128906
1094.optdone,-349.87689208984375
1425.optdone,-349.8733215332031
568.optdone,-349.86956787109375
1265.optdone,-349.8677673339844
986.optdone,-349.86328125
367.optdone,-349.8583679199219
1275.optdone,-349.8558349609375
112.optdone,-349.855712890625
1105.optdone,-349.8419494628906
38.optdone,-349.83697509765625
1392.optdone,-349.8363342285156
697.optdone,-349.835205078125
1325.optdone,-349.8289794921875
1416.optdone,-349.8258056640625
1062.optdone,-349.8193664550781
566.optdone,-349.81610107421875
1473.optdone,-349.8144226074219
139.optdone,-349.8060302734375
1330.optdone,-349.80059814453125
1126.optdone,-349.7930603027344
368.optdone,-349.7846374511719
724.optdone,-349.771484375
427.optdone,-349.7650146484375
1165.optdone,-349.7594909667969
147.optdone,-349.75286865234375
1204.optdone,-349.74639892578125
836.optdone,-349.74609375
916.optdone,-349.7395324707031
472.optdone,-349.7390441894531
690.optdone,-349.7384948730469
741.optdone,-349.73553466796875
1139.optdone,-349.7326354980469
151.optdone,-349.7300109863281
1438.optdone,-349.72802734375
208.optdone,-349.7272644042969
1324.optdone,-349.71820068359375
981.optdone,-349.71478271484375
1241.optdone,-349.7140197753906
692.optdone,-349.7118835449219
144.optdone,-349.7097473144531
1432.optdone,-349.70538330078125
431.optdone,-349.70416259765625
399.optdone,-349.7041320800781
930.optdone,-349.7021789550781
7.optdone,-349.6973876953125
1233.optdone,-349.6972351074219
1292.optdone,-349.69110107421875
230.optdone,-349.6806945800781
643.optdone,-349.67822265625
626.optdone,-349.6722717285156
1490.optdone,-349.6690368652344
933.optdone,-349.66632080078125
877.optdone,-349.66302490234375
274.optdone,-349.64813232421875
1235.optdone,-349.6459045410156
1318.optdone,-349.64398193359375
620.optdone,-349.6288146972656
686.optdone,-349.61297607421875
155.optdone,-349.6107177734375
1221.optdone,-349.60845947265625
503.optdone,-349.6081848144531
1447.optdone,-349.6059875488281
917.optdone,-349.6034851074219
596.optdone,-349.5926208496094
285.optdone,-349.591552734375
143.optdone,-349.58673095703125
1120.optdone,-349.58245849609375
704.optdone,-349.57275390625
539.optdone,-349.558349609375
200.optdone,-349.55401611328125
158.optdone,-349.5514831542969
653.optdone,-349.5382080078125
267.optdone,-349.53778076171875
747.optdone,-349.53704833984375
1276.optdone,-349.5320739746094
456.optdone,-349.5314025878906
445.optdone,-349.5244140625
167.optdone,-349.5234680175781
1130.optdone,-349.52197265625
734.optdone,-349.5128479003906
1441.optdone,-349.5123596191406
1486.optdone,-349.5120544433594
306.optdone,-349.4981994628906
1481.optdone,-349.4878234863281
1091.optdone,-349.4857177734375
1202.optdone,-349.47943115234375
1287.optdone,-349.4691467285156
949.optdone,-349.4631042480469
1280.optdone,-349.4550476074219
40.optdone,-349.45361328125
594.optdone,-349.4521484375
1022.optdone,-349.44903564453125
796.optdone,-349.4472351074219
317.optdone,-349.4437561035156
1261.optdone,-349.44189453125
1315.optdone,-349.43017578125
791.optdone,-349.4283142089844
584.optdone,-349.4258728027344
55.optdone,-349.42535400390625
198.optdone,-349.421630859375
595.optdone,-349.41253662109375
1044.optdone,-349.41229248046875
959.optdone,-349.4034423828125
628.optdone,-349.39654541015625
66.optdone,-349.38861083984375
222.optdone,-349.3854064941406
619.optdone,-349.3809814453125
305.optdone,-349.3807067871094
350.optdone,-349.37884521484375
615.optdone,-349.37396240234375
116.optdone,-349.3731689453125
205.optdone,-349.3606262207031
457.optdone,-349.353271484375
593.optdone,-349.3528747558594
1493.optdone,-349.3494567871094
1419.optdone,-349.3414306640625
1256.optdone,-349.33929443359375
296.optdone,-349.3331604003906
514.optdone,-349.3323669433594
947.optdone,-349.3301086425781
1234.optdone,-349.3291931152344
1410.optdone,-349.32879638671875
1442.optdone,-349.3112487792969
1262.optdone,-349.3072509765625
322.optdone,-349.3070373535156
1398.optdone,-349.3060302734375
927.optdone,-349.29669189453125
689.optdone,-349.293701171875
1289.optdone,-349.29364013671875
1401.optdone,-349.29107666015625
644.optdone,-349.2900085449219
352.optdone,-349.28985595703125
1225.optdone,-349.2870178222656
770.optdone,-349.283935546875
1313.optdone,-349.27923583984375
164.optdone,-349.2765808105469
760.optdone,-349.27520751953125
1099.optdone,-349.2646179199219
1111.optdone,-349.2608642578125
834.optdone,-349.25946044921875
1087.optdone,-349.2558288574219
756.optdone,-349.24237060546875
666.optdone,-349.2394104003906
759.optdone,-349.234375
0.optdone,-349.2268371582031
518.optdone,-349.226318359375
701.optdone,-349.21820068359375
640.optdone,-349.2180480957031
1469.optdone,-349.21502685546875
1014.optdone,-349.203857421875
396.optdone,-349.19989013671875
466.optdone,-349.19586181640625
1142.optdone,-349.1942138671875
1383.optdone,-349.18804931640625
1229.optdone,-349.182373046875
742.optdone,-349.18048095703125
589.optdone,-349.1730651855469
1300.optdone,-349.17236328125
113.optdone,-349.16412353515625
97.optdone,-349.1585693359375
444.optdone,-349.15411376953125
334.optdone,-349.1398010253906
35.optdone,-349.13836669921875
990.optdone,-349.131591796875
1166.optdone,-349.1232604980469
28.optdone,-349.12176513671875
684.optdone,-349.1152648925781
44.optdone,-349.11376953125
1474.optdone,-349.1120910644531
1434.optdone,-349.1075744628906
1122.optdone,-349.10687255859375
183.optdone,-349.1067810058594
576.optdone,-349.1061706542969
1200.optdone,-349.10260009765625
769.optdone,-349.1007080078125
1236.optdone,-349.0811462402344
993.optdone,-349.0750732421875
960.optdone,-349.07275390625
824.optdone,-349.0654296875
1317.optdone,-349.06292724609375
723.optdone,-349.0607604980469
341.optdone,-349.05438232421875
141.optdone,-349.0514831542969
529.optdone,-349.0484619140625
674.optdone,-349.0389099121094
188.optdone,-349.0306396484375
1009.optdone,-349.0289611816406
1453.optdone,-349.02264404296875
371.optdone,-349.0224914550781
1192.optdone,-349.0200500488281
1301.optdone,-349.01788330078125
492.optdone,-349.0119934082031
243.optdone,-349.0105285644531
974.optdone,-348.99969482421875
3.optdone,-348.99493408203125
397.optdone,-348.9841613769531
925.optdone,-348.9805603027344
197.optdone,-348.9799499511719
209.optdone,-348.97802734375
655.optdone,-348.9751892089844
891.optdone,-348.9628601074219
76.optdone,-348.9573669433594
1047.optdone,-348.9487609863281
124.optdone,-348.9443054199219
1045.optdone,-348.9421081542969
1366.optdone,-348.9410400390625
1374.optdone,-348.93988037109375
489.optdone,-348.93536376953125
774.optdone,-348.93072509765625
340.optdone,-348.93048095703125
670.optdone,-348.9263000488281
488.optdone,-348.92437744140625
867.optdone,-348.921630859375
1194.optdone,-348.9109191894531
799.optdone,-348.9102478027344
1312.optdone,-348.90814208984375
1459.optdone,-348.9016418457031
874.optdone,-348.8994445800781
459.optdone,-348.8992919921875
1143.optdone,-348.89910888671875
751.optdone,-348.8963623046875
213.optdone,-348.89337158203125
996.optdone,-348.8825378417969
873.optdone,-348.8797302246094
342.optdone,-348.8771667480469
725.optdone,-348.8748779296875
832.optdone,-348.87115478515625
1264.optdone,-348.8694152832031
985.optdone,-348.86834716796875
516.optdone,-348.86676025390625
839.optdone,-348.8661804199219
479.optdone,-348.8625793457031
912.optdone,-348.8611145019531
1046.optdone,-348.8558349609375
463.optdone,-348.8522644042969
1102.optdone,-348.85040283203125
308.optdone,-348.8429260253906
830.optdone,-348.8396911621094
363.optdone,-348.8382263183594
1322.optdone,-348.8375549316406
1023.optdone,-348.82421875
533.optdone,-348.818359375
1403.optdone,-348.8099060058594
778.optdone,-348.8029479980469
1137.optdone,-348.8026428222656
658.optdone,-348.7947998046875
61.optdone,-348.7925720214844
331.optdone,-348.79254150390625
678.optdone,-348.790771484375
1145.optdone,-348.7879638671875
953.optdone,-348.78759765625
1460.optdone,-348.77532958984375
1026.optdone,-348.7734069824219
884.optdone,-348.7667236328125
1412.optdone,-348.7625732421875
1361.optdone,-348.7593994140625
1213.optdone,-348.7588195800781
216.optdone,-348.75506591796875
345.optdone,-348.75506591796875
937.optdone,-348.7442932128906
1422.optdone,-348.7381896972656
1475.optdone,-348.7348327636719
330.optdone,-348.7332458496094
1158.optdone,-348.7213134765625
1284.optdone,-348.7189636230469
1138.optdone,-348.7179870605469
1065.optdone,-348.7166748046875
588.optdone,-348.7084655761719
415.optdone,-348.7070007324219
913.optdone,-348.69976806640625
1116.optdone,-348.68841552734375
16.optdone,-348.6878967285156
253.optdone,-348.68280029296875
1491.optdone,-348.6791687011719
861.optdone,-348.67828369140625
1008.optdone,-348.67022705078125
157.optdone,-348.6612854003906
1000.optdone,-348.6512451171875
848.optdone,-348.6471862792969
480.optdone,-348.6431579589844
708.optdone,-348.6412048339844
665.optdone,-348.63623046875
970.optdone,-348.6295166015625
1427.optdone,-348.62506103515625
1245.optdone,-348.6241760253906
733.optdone,-348.6201171875
383.optdone,-348.6180725097656
1255.optdone,-348.6166076660156
931.optdone,-348.61529541015625
521.optdone,-348.61480712890625
194.optdone,-348.6128845214844
1101.optdone,-348.6083068847656
242.optdone,-348.6072082519531
1007.optdone,-348.6064758300781
365.optdone,-348.6017150878906
261.optdone,-348.58209228515625
1163.optdone,-348.57855224609375
1339.optdone,-348.56976318359375
736.optdone,-348.5642395019531
388.optdone,-348.5641174316406
1328.optdone,-348.5555725097656
369.optdone,-348.5550842285156
758.optdone,-348.5522766113281
1476.optdone,-348.5502014160156
673.optdone,-348.54681396484375
182.optdone,-348.5439758300781
326.optdone,-348.5414733886719
120.optdone,-348.5409851074219
1456.optdone,-348.5386047363281
586.optdone,-348.5313415527344
525.optdone,-348.5279846191406
797.optdone,-348.51904296875
377.optdone,-348.5174865722656
829.optdone,-348.50872802734375
535.optdone,-348.5071105957031
605.optdone,-348.498779296875
1056.optdone,-348.4961853027344
1448.optdone,-348.4908447265625
896.optdone,-348.485595703125
252.optdone,-348.4828796386719
440.optdone,-348.4809265136719
1237.optdone,-348.46246337890625
1492.optdone,-348.459716796875
964.optdone,-348.45867919921875
1360.optdone,-348.4494934082031
394.optdone,-348.443603515625
1127.optdone,-348.4355163574219
881.optdone,-348.4335632324219
125.optdone,-348.4287414550781
1341.optdone,-348.4275207519531
971.optdone,-348.42694091796875
123.optdone,-348.42535400390625
87.optdone,-348.424072265625
333.optdone,-348.4217224121094
1208.optdone,-348.42059326171875
507.optdone,-348.41595458984375
853.optdone,-348.41522216796875
773.optdone,-348.41015625
455.optdone,-348.39306640625
462.optdone,-348.3903503417969
458.optdone,-348.3893127441406
328.optdone,-348.388916015625
928.optdone,-348.3888854980469
1209.optdone,-348.3692321777344
731.optdone,-348.36102294921875
119.optdone,-348.35809326171875
1162.optdone,-348.3578186035156
421.optdone,-348.35748291015625
1437.optdone,-348.35687255859375
654.optdone,-348.35455322265625
1199.optdone,-348.346923828125
128.optdone,-348.34063720703125
104.optdone,-348.33978271484375
705.optdone,-348.33831787109375
1375.optdone,-348.3349914550781
1178.optdone,-348.3338623046875
103.optdone,-348.3313903808594
32.optdone,-348.32940673828125
443.optdone,-348.322265625
552.optdone,-348.3149719238281
1227.optdone,-348.3134765625
798.optdone,-348.30279541015625
33.optdone,-348.2981872558594
1095.optdone,-348.29571533203125
475.optdone,-348.2942199707031
837.optdone,-348.28741455078125
522.optdone,-348.2706298828125
1080.optdone,-348.2679748535156
1428.optdone,-348.26141357421875
58.optdone,-348.2582092285156
1479.optdone,-348.25738525390625
992.optdone,-348.25665283203125
1003.optdone,-348.2554626464844
258.optdone,-348.25146484375
435.optdone,-348.25006103515625
887.optdone,-348.2498779296875
482.optdone,-348.24871826171875
749.optdone,-348.2452697753906
25.optdone,-348.24346923828125
1299.optdone,-348.241943359375
41.optdone,-348.23785400390625
1439.optdone,-348.2301940917969
224.optdone,-348.2232666015625
1206.optdone,-348.22027587890625
241.optdone,-348.2191162109375
1042.optdone,-348.2184753417969
1454.optdone,-348.205078125
1451.optdone,-348.20367431640625
1124.optdone,-348.2007141113281
506.optdone,-348.19317626953125
228.optdone,-348.1925354003906
1378.optdone,-348.1885681152344
1372.optdone,-348.184326171875
994.optdone,-348.1725769042969
956.optdone,-348.1715393066406
883.optdone,-348.1698303222656
473.optdone,-348.1531982421875
575.optdone,-348.14935302734375
185.optdone,-348.14410400390625
169.optdone,-348.1392517089844
1201.optdone,-348.1354675292969
