structure_id,n_all,n_surface,n_bulk,r_thr,r_max,center_x,center_y,center_z,disorder_all,disorder_surface,disorder_bulk,alpha_Bi_Bi__all,alpha_Bi_Bi__bulk,alpha_Bi_Bi__surface,alpha_Bi_La__all,alpha_Bi_La__bulk,alpha_Bi_La__surface,alpha_Bi_Sn__all,alpha_Bi_Sn__bulk,alpha_Bi_Sn__surface,alpha_La_Bi__all,alpha_La_Bi__bulk,alpha_La_Bi__surface,alpha_La_La__all,alpha_La_La__bulk,alpha_La_La__surface,alpha_La_Sn__all,alpha_La_Sn__bulk,alpha_La_Sn__surface,alpha_Sn_Bi__all,alpha_Sn_Bi__bulk,alpha_Sn_Bi__surface,alpha_Sn_La__all,alpha_Sn_La__bulk,alpha_Sn_La__surface,alpha_Sn_Sn__all,alpha_Sn_Sn__bulk,alpha_Sn_Sn__surface
101.optdone,68,58,10,4.004038085525121,8.008076171050241,22.507286146210483,23.052663405693675,22.92842838809692,0.38237990925764,0.37074858780947123,0.47365234839982306,0.4718328503452471,0.2860728497092134,0.5011633767614628,-0.6650166258861909,-0.6873078612209046,-0.661496957149131,0.21369824729508527,0.4136729614990485,0.18212329242077532,-0.4982832275322394,-0.6484848484848484,-0.4757529843893481,0.7063743020264759,0.8028985507246377,0.6918956647217517,-0.2297555626478121,-0.18260869565217383,-0.23682759269715786,0.24346999070319225,0.6347107438016529,0.1611035163666743,-0.32293635790800246,-0.47826086956521724,-0.29023646071700987,0.09005201897451429,-0.1288537549407114,0.13613744506193023
1010.optdone,68,61,7,3.789839875535577,7.579679751071154,22.612839109062673,22.628372752033304,22.735309280424712,0.3799600942750083,0.3791370002418044,0.40053662078255836,0.39985152588458384,0.43801652892561993,0.39382547277284125,-0.5258782061153601,-0.44341970428926936,-0.538897969561585,0.1434115291822802,0.02444737227345935,0.16219534343104142,-0.32868949232585587,-0.49393939393939384,-0.31295140645789987,0.6985651819300215,0.7043478260869565,0.6980144539150751,-0.38416653709659376,-0.2318840579710144,-0.3986696303466489,0.18487261530739793,0.3818181818181819,0.1661158946873233,-0.46552021807220295,-0.626086956521739,-0.4502281477436757,0.28868554256077894,0.26086956521739135,0.29133468326014916
1012.optdone,68,60,8,3.7372870348852003,7.474574069770401,22.844241724549356,22.794777956864994,22.78699844797573,0.3904158306481938,0.4019528427900973,0.3984296189829786,0.49445815892096884,0.71900826446281,0.45900287909857285,-0.6260481722932315,-0.35382813643683203,-0.6690302832179261,0.15308819419491362,-0.3339188991362903,0.22998405103668268,-0.26657655037101674,-0.03966942148760322,-0.28818675312181796,0.632660660070868,0.7312252964426877,0.6232735518449805,-0.377674394498591,-0.693280632411067,-0.34761665755454574,0.2630123938424334,0.21322314049586777,0.27048078184441826,-0.47590051200637207,-0.3528326745718049,-0.4943606876215571,0.2243234396353489,0.1488801054018445,0.23563993977037456
1013.optdone,68,57,11,4.0830761841886565,8.166152368377313,22.9794355787881,22.908331995837266,22.847636601399053,0.30825890728404437,0.31127056040426976,0.3036037065132366,0.42752495438445853,0.6191000918273646,0.3849527016193683,-0.5079308043734921,-0.5088713219148002,-0.5077218004754237,0.0989938914840101,-0.08331137461572236,0.13950617283950623,-0.35045229254715415,-0.1696280991735537,-0.3885205437837017,0.4950921584191905,0.5274044795783926,0.4882895644909375,-0.15987692206973866,-0.36515151515151517,-0.11666121826304886,0.08183187036941984,0.14141414141414146,0.07289452971271157,-0.36545061743549445,-0.2264090177133654,-0.38630685739381376,0.2871766544734409,0.0911433172302738,0.3165816550599159
1014.optdone,68,57,11,4.3058366735423395,8.611673347084679,23.36414511757589,23.03089784717508,22.744802203444458,0.3429888687654522,0.3228969751313902,0.45128192331749634,0.4546205860255447,0.5504132231404959,0.43333333333333335,-0.6396129562137466,-0.9116600790513831,-0.5791580400276052,0.20475848262409527,0.3851778656126482,0.16466528640441688,-0.2739265345984713,-0.35227272727272724,-0.25743259929862794,0.42677698273161413,0.38405797101449285,0.4357704588825871,-0.16476029746351098,-0.047101449275362306,-0.18953058129259492,0.23307581746316924,0.19449035812672177,0.23886363636363636,-0.45615512401901803,-0.7111989459815545,-0.41789855072463766,0.2332130377498998,0.5251646903820816,0.1894202898550725
1015.optdone,68,57,11,3.9054934609073,7.8109869218146,23.162387969640402,23.100209131499206,22.80644394301531,0.24595988044891065,0.21680874102236855,0.4414753005091169,0.22989308671126854,0.6222222222222222,0.1679463811042759,-0.29715791454921875,-0.5932367149758452,-0.25040863027133037,0.07726017943409254,-0.0019323671497583443,0.08976426573680583,-0.1260612904881679,-0.04435261707988973,-0.1487581442126896,0.4108612454548183,0.3898814229249013,0.41668897393535087,-0.29028088064004887,-0.34745718050065866,-0.27439857512321275,0.10729856441318895,0.28191000918273645,0.08110684769775685,-0.38872958589404716,-0.9809691114038938,-0.2998936570675701,0.2860961764553447,0.711316059142146,0.22231319405232455
1017.optdone,68,54,14,4.61238087769501,9.22476175539002,23.213710667567597,22.67623502436856,22.820713008131698,0.4208881578308794,0.4343142752944431,0.43397056496749076,0.17369980799732868,0.0633608815426997,0.19112174375332272,-0.538924250979587,-0.5230566534914359,-0.5414296611092949,0.37277660854735956,0.4624505928853755,0.35861755838872544,-0.4266390614216699,-0.0016835016835016203,-0.5766233766233766,0.842941158820176,0.6988727858293076,0.8937888198757764,-0.4348516218081434,-0.6972624798711754,-0.34223602484472043,0.47774612300304,0.34841138659320475,0.5136724386724387,-0.48869467016915025,-0.7219499341238469,-0.4239015412928456,0.031720117731459954,0.3886868686868688,-0.06743731308948694
102.optdone,68,58,10,4.2845857258819215,8.569171451763843,22.74830787721937,22.523534438108726,22.468861942259515,0.4506174623591705,0.43274391090396996,0.6143229284500694,0.49349009576282304,0.3925505050505051,0.5159211159211159,-0.7385563711650669,-0.8786231884057971,-0.707430411778238,0.26652236652236655,0.5031400966183576,0.21394064872325746,-0.42840859184732694,-0.3212855831037649,-0.458164983164983,0.7929933960179707,0.892490118577075,0.7653554175293306,-0.3832112646857447,-0.5851734738691258,-0.32711065102369447,0.36559667824489955,0.31313131313131315,0.3679814675682444,-0.4682397837407288,-0.9710144927536231,-0.4453863878765063,0.11853861324560765,0.6714975845410629,0.09340411455035968
1020.optdone,68,57,11,4.268006540860184,8.536013081720368,22.957653998277316,22.6061495210241,22.873728974133314,0.33453514045396954,0.31998538730093407,0.39791705667419325,0.23647186147186156,0.33545454545454545,0.2073593073593074,-0.42157287157287143,-0.6441545893719806,-0.3561076604554865,0.1953823953823954,0.32328502415458943,0.15776397515527954,-0.2637814754415544,-0.4049586776859504,-0.24260489510489505,0.6347135326341375,0.7312252964426879,0.6202367680628551,-0.38240081699438966,-0.34387351778656106,-0.388179911875564,0.3007979284659127,-0.06464646464646462,0.3556145874327693,-0.4317075698928249,-0.33590982286634463,-0.44607723194679705,0.14398781222977822,0.3977455716586151,0.10592414831545272
1021.optdone,68,58,10,4.006913371676243,8.013826743352485,22.665871714124822,22.832015342325636,22.668094860825107,0.45639512967518925,0.4448849935721512,0.56237521607526,0.4137085137085137,0.7824915824915825,0.3554796081111871,-0.6876811594202897,-1.1106280193236715,-0.6209000762776506,0.291959972394755,0.36215780998389696,0.2808761033017326,-0.3712988153699614,-0.15089531680440763,-0.4176995519100781,0.7694732908343495,0.39189723320158104,0.8489629871780903,-0.41431790221960346,-0.24756258234519096,-0.4494242853510587,0.3996007505888929,0.7681818181818182,0.3443135904499541,-0.570871283725726,-0.9911725955204215,-0.5078260869565216,0.18864447881461113,0.25638998682476954,0.17848265261308743
1022.optdone,68,56,12,4.134301934613356,8.268603869226713,22.875472669805262,22.43405659439117,22.983954951787332,0.38829888904787224,0.39762400080755045,0.4042822667987358,0.2906631247540339,0.5535353535353535,0.24915698336750972,-0.5008720747851183,-0.4892109500805153,-0.5027133050016345,0.2228464771943033,-0.04025764895330105,0.26438923395445135,-0.1863610697602792,-0.18016528925619835,-0.18695114409400118,0.6840969784259009,0.8521739130434782,0.668089651319465,-0.5058385638725902,-0.6798418972332014,-0.48926681783824627,0.3384768064609962,0.3654269972451791,0.3266860979929162,-0.544647664874508,-0.4137336093857832,-0.6019225641508249,0.22088724130312035,0.06419474245561207,0.2894402095489052
