structure_id,n_surface,n_bulk,r_thr,r_max,center_x,center_y,center_z,alpha_Bi__bulk,alpha_Bi__surface,alpha_La__bulk,alpha_La__surface,alpha_Sn__bulk,alpha_Sn__surface
486.optdone,60,8,3.866698128778926,7.733396257557852,22.760241594517407,23.14257975822018,22.989105837257277,0.2272727272727273,-0.030303030303030276,-0.10869565217391308,0.01449275362318847,-0.10869565217391308,0.01449275362318847
487.optdone,59,9,3.916425989644944,7.832851979289888,22.70986532580158,23.18603471653053,22.838829890632407,-0.3737373737373737,0.057010785824345156,0.01449275362318847,-0.002210759027265974,0.3429951690821257,-0.052321296978629306
488.optdone,57,11,4.0384657017504955,8.076931403500991,22.75098271197901,22.42037019779353,22.92446301262665,-0.6859504132231402,0.13237639553429037,0.4624505928853755,-0.08924485125858106,0.19367588932806334,-0.037376048817696406
489.optdone,56,12,4.189166612438986,8.378333224877972,22.766225420621577,22.590012327973522,22.75331864630489,0.48484848484848486,-0.10389610389610393,-0.7246376811594204,0.15527950310559013,0.26086956521739135,-0.05590062111801242
49.optdone,59,9,3.8905471464594346,7.781094292918869,22.86832630884786,23.07993713416278,22.83562473178362,0.6565656565656566,-0.10015408320493058,0.01449275362318847,-0.002210759027265974,-0.642512077294686,0.09801031687546058
490.optdone,58,10,4.225614513747012,8.451229027494024,22.331125985695703,22.993854263715292,22.795437220527752,0.07272727272727286,-0.0125391849529779,-0.4782608695652173,0.08245877061469264,0.408695652173913,-0.0704647676161918
491.optdone,56,12,4.122426299393352,8.244852598786704,22.89650842310664,22.69655976207787,23.14340779603646,0.7424242424242424,-0.15909090909090895,-0.7246376811594204,0.15527950310559013,0.01449275362318847,-0.0031055900621117516
492.optdone,57,11,4.119665633357,8.239331266714,22.974788173438096,22.3670184856061,22.931403487129895,0.4380165289256198,-0.08452950558213712,-0.6126482213438733,0.11823035850495811,0.19367588932806334,-0.037376048817696406
494.optdone,62,6,3.7731021830821936,7.546204366164387,22.988845105889258,23.063604574247723,22.889209220488418,-0.5454545454545454,0.05278592375366575,0.5072463768115942,-0.04908835904628339,0.01449275362318847,-0.0014025245441793288
495.optdone,59,9,4.096967303560542,8.193934607121085,23.035954732606708,23.104871020494,23.155873545323935,-0.030303030303030276,0.0046224961479199855,-0.642512077294686,0.09801031687546058,0.6714975845410629,-0.10243183492999264
496.optdone,56,12,4.0077964826249,8.0155929652498,23.371491355326583,22.7037962064115,22.88371677244831,-0.28787878787878785,0.06168831168831179,0.26086956521739135,-0.05590062111801242,0.01449275362318847,-0.0031055900621117516
497.optdone,57,11,3.983743671747167,7.967487343494334,22.629545818981896,22.742662282525355,22.81198505789334,0.71900826446281,-0.13875598086124397,-0.34387351778656106,0.06636155606407335,-0.34387351778656106,0.06636155606407335
498.optdone,56,12,4.17806174461177,8.35612348922354,22.952192127841617,22.766498779812597,22.305145241290003,-0.28787878787878785,0.06168831168831179,0.26086956521739135,-0.05590062111801242,0.01449275362318847,-0.0031055900621117516
